Sample	Category	
c. sinensis x poncirus trifoliata	plant	
c.c.carpenter, syracuse u. res. corp.	plant	
c4-fibre plants	plant	
canker bark of populus	plant	
canola root tip	plant	
carnivorous plant phytotelma	plant	
cinnamomum camphora leaves	plant	
citrus aurantifolia	plant	
citrus leaf	plant	
citrus orchard	plant	
citrus tree with 23 graft unions, primarily of lemon (citrus meyeri) and pomelo (citrus maxima) varieties	plant	
coffee plant intercepted	plant	
common plane tree	plant	
cotton	plant	
cotton (gossypium spp	plant	
cotton bale	plant	
cotton boll	plant	
cotton field	plant	
cotton plant	plant	
cotton plant rhizosphere	plant	
cotton seed hulls	plant	
cryptomeria fortunei	plant	
cucumber seedling substrate	plant	
dalea leporina root nodule	plant	
datisca glomerata	plant	
decaying flower bud	plant	
decaying plant material, litter layer	plant	
decaying spartina alterniflora, a salt marsh cord grass,	plant	
diesel contaminated rhizosphere	plant	
diseased flower	plant	
diseased mung beans	plant	
diseased pear flower	plant	
diseased sugarcane	plant	
diseased vegetative millet	plant	
dongxiang wild rice roots	plant	
dried fruit of diospyros sp.	plant	
egusi seeds	plant	
elaeagnus umbellata, the autumn olive	plant	
elderberry	plant	
endorhiza	plant	
endorhiza sugar beet	plant	
endosphere of plant populus trichocarpa	plant	
endosphere of plant populus trichocarpa besc137	plant	
environment feeding stuffs plant	plant	
environment sample from cotton waste for mushroom cultivation	plant	
environmental (tomato plant)	plant	
eucalyptus rhizosphere	plant	
fallen leaves of virgin forest	plant	
fallen leaves on the shore of a lake	plant	
fennel seeds	plant	
field clover plant	plant	
field-collected nodules from wild phaseolus microcarpus	plant	
field-grown sugar beet	plant	
flower	plant	
flower of the indian cork tree	plant	
flowers of the orchid tree and of plumbago collected	plant	
forage grasses and plants belonging to the palmaceae family	plant	
forest	plant	
forest humus	plant	
forsythia rhizosphere, beijing, china, the genome was sequenced to make the comparative genomic sequence analysis of nitrogen fixation	plant	
fresh plant material, leaf sheaths	plant	
frost damaged plant	plant	
fruit residues (memencylon)	plant	
galega officinalis root nodule	plant	
galega orientalis root nodule	plant	
grapevine	plant	
grapevine plant	plant	
grass	plant	
grass grub	plant	
grass rhizosphere	plant	
grass silage	plant	
grasses	plant	
grassland	plant	
grassland field	plant	
grasslands	plant	
green alga	plant	
green alga ulva fenestrata collected	plant	
green alga, ulva fenestrata	plant	
greenhouse grown oilseed rape rhizosphere of sphagnum magellanicum-treated seeds	plant	
greenhouse tobacco	plant	
guarana, a typical tropical plant	plant	
gyraseb gene tree has been classified as b	plant	
hazelnut twig	plant	
healthy tomato plant	plant	
herbarium material of anacystis montana	plant	
herbs	plant	
high-pressure treated ginseng	plant	
infected bean plant	plant	
infected leaf	plant	
infected leaves	plant	
infected mango barks	plant	
infected pepper plant	plant	
infected periwinkle plant	plant	
infected plant	plant	
infected plant and its genome sequence would be used for comparative genomics	plant	
infected potato plant	plant	
infected rhododendron sp. leaf	plant	
infected rice panicle	plant	
infected soybean plant	plant	
infected tomato plants	plant	
inflected cauliflower	plant	
inner tissues of medicinal plant	plant	
interior of root	plant	
interior of surface sterilised leaf tissue	plant	
internal stem tissue	plant	
isolated from the rice field	plant	
isolated from the wheat rhizosphere in north china	plant	
italian clover phyllody	plant	
kallar grass, surface-sterilized roots	plant	
kefir grain	plant	
kefir grains	plant	
kelp frond	plant	
l. tenuis rhizosphere	plant	
leaf	plant	
leaf from a walnut tree	plant	
leaf litter	plant	
leaf nodules	plant	
leaf of a pear tree	plant	
leaf of prunus avium	plant	
leaf petiole	plant	
leaf soil, which collected from higashi-hiroshima city	plant	
leaf spot	plant	
leaf spots on actinidia deliciosa hayward	plant	
leaf surface	plant	
leaf tissues of rice in korea	plant	
leaf vegetable	plant	
leaf veins	plant	
leaves	plant	
leaves and stem	plant	
leaves of a local plant near the kharagpur railway station	plant	
leaves of valencia orange leaf	plant	
leaves/phyllosphere	plant	
leavs	plant	
legume rhizospheres	plant	
legume-root nodule	plant	
lichen	plant	
lichen surface	plant	
lotus corniculatus root nodule	plant	
lucerne leaf	plant	
macro-algae	plant	
macroalgal surface	plant	
maize	plant	
maize ensilage	plant	
maize grains	plant	
maize kernels	plant	
maize leaf	plant	
maize seeds of healthy plants	plant	
maize silage	plant	
malted barley	plant	
mangrove plant	plant	
marine microalgae culture, puerto real, cadiz	plant	
marine red alga at marian cove	plant	
mexican lime leaf	plant	
microalgae culture	plant	
mountain ginseng	plant	
mungbean root rhizosphere	plant	
naturally infected californian grapevine	plant	
nerium oleander rhizosphere after a period of drought	plant	
nitrogen-fixing nodules on the roots of mimosa scabrella	plant	
nodule from agricultural field	plant	
nodules from common bean	plant	
nodules of acacia senegal	plant	
nodules of acacia senegalin senegal (diouf et al	plant	
nodules of acacia seyal	plant	
nodules of robinia pseudoacacia	plant	
non-alcoholic fermented bamboo shoot products	plant	
noni fruits from paracel islands	plant	
norway spruce forest humus	plant	
onion rhizosphere	plant	
orange tree	plant	
organic kiwifruit orchard	plant	
originally isolated from olive trees affected by the olive quick decline syndrome (oqds) in southern italy, apulia region; grown in lab in pure culture on infected periwinkle	plant	
oryza sativa root	plant	
oryza sativa, grain	plant	
oryza sativa, rhizosphere soil	plant	
pale brown pustular leaf lesion	plant	
panax ginseng root	plant	
papaya tree	plant	
partially decomposed common reed plant	plant	
pea rhizosphere	plant	
peanut rhizosphere	plant	
pepper	plant	
pepper field	plant	
pepper jangajji	plant	
pepper leaf	plant	
pepper rhizosphere, hubei, china, the genome was sequenced to make the comparative genomic sequence analysis of nitrogen fixation	plant	
phytoplankton bloom	plant	
phytoplankton culture	plant	
pimiento rhizosoil	plant	
pine (pinus sylvestris) tissue cultures from meristems of trees	plant	
pine barrens	plant	
pine litter	plant	
pistachios	plant	
plankton	plant	
plankton sample	plant	
plant	plant	
plant (bean pod)	plant	
plant (cereals)	plant	
plant (maize/sorghum/rice)	plant	
plant a wastewater and river water	plant	
plant and soil inclusions	plant	
plant b wastewater and river water	plant	
plant debris in the intestinal content of a mummified ancient puppy (canis lupus)	plant	
plant leaf	plant	
plant leaf from farmer's field	plant	
plant leaf surface	plant	
plant leaves	plant	
plant material	plant	
plant material, and the gastrointestinal tract of animals	plant	
plant nodule tissue	plant	
plant pseudostem	plant	
plant root	plant	
plant root nodules	plant	
plant root; root nodule; soil	plant	
plant root; root nodule; soil; bahia	plant	
plant root; root nodule; soil; distrito federal	plant	
plant roots	plant	
plant stem	plant	
plant surface	plant	
plant tissue	plant	
plant-derived foodstuff	plant	
plants	plant	
plants showing symptoms of brown sheath rot	plant	
plants, animals including humans	plant	
poplar	plant	
poplar canker	plant	
poplar hybrid 741	plant	
populus deltoides roots	plant	
potato rhizosphere	plant	
potato root	plant	
potato stem	plant	
potato stems	plant	
potato tuber	plant	
potato tuber rotten tissue	plant	
radish root	plant	
rakam fruit	plant	
rape rhizosphere soil	plant	
red cocoyam roots	plant	
rice	plant	
rice bran	plant	
rice field	plant	
rice field ditch	plant	
rice fields	plant	
rice leaf	plant	
rice leaves	plant	
rice paddy field	plant	
rice paddy samples	plant	
rice plant	plant	
rice plant residue	plant	
rice plant residue in flooded rice-field soil	plant	
rice plant stem and root	plant	
rice root	plant	
rice roots	plant	
rice roots that had been inoculated with strain a15	plant	
rice roots, oryza sativa	plant	
rice seed	plant	
rice sheath	plant	
rice shoot	plant	
rice straw	plant	
rice-straw residue from a methanogenic reactor treating waste from cattle farms	plant	
rice-straw residue obtained from a methanogenic reactor treating waste collected from cattle farms	plant	
